;Unnamed: 0;text;step1;tokens;final_tokens;step2;finalText_str;ProcessedText
543;543;i have spoken about before but the feeling is getting stronger and i am curious if others have similar thoughts;have spoken about before but the feeling is getting stronger and am curious if others have similar thoughts;['have', 'spoken', 'about', 'before', 'but', 'the', 'feeling', 'is', 'getting', 'stronger', 'and', 'am', 'curious', 'if', 'others', 'have', 'similar', 'thoughts'];['have', 'spoken', 'about', 'before', 'but', 'the', 'feeling', 'is', 'getting', 'stronger', 'and', 'am', 'curious', 'if', 'others', 'have', 'similar', 'thoughts'];have spoken about before but the feeling is getting stronger and am curious if others have similar thoughts;have spoken about before but the feeling is getting stronger and am curious if others have similar thoughts;have spoken about before but the feeling is getting stronger am curious if others have similar thoughts
544;544;i feel a bit dull by it all;feel bit dull by it all;['feel', 'bit', 'dull', 'by', 'it', 'all'];['feel', 'bit', 'dull', 'by', 'it', 'all'];feel bit dull by it all;feel bit dull by it all;feel bit dull by it all
545;545;i hope it is because he understands the way i feel i hope he sees what he could miss and is putting the petty negative thoughts aside;hope it is because he understands the way feel hope he sees what he could miss and is putting the petty negative thoughts aside;['hope', 'it', 'is', 'because', 'he', 'understands', 'the', 'way', 'feel', 'hope', 'he', 'sees', 'what', 'he', 'could', 'miss', 'and', 'is', 'putting', 'the', 'petty', 'negative', 'thoughts', 'aside'];['hope', 'it', 'is', 'because', 'he', 'understands', 'the', 'way', 'feel', 'hope', 'he', 'sees', 'what', 'he', 'could', 'miss', 'and', 'is', 'putting', 'the', 'petty', 'negative', 'thoughts', 'aside'];hope it is because he understands the way feel hope he sees what he could miss and is putting the petty negative thoughts aside;hope it is because he understands the way feel hope he sees what he could miss and is putting the petty negative thoughts aside;hope it is because he understands the way feel hope he es what he could miss is putting the petty negative thoughts aside
546;546;i feel so blessed to be able to share it with you all;feel so blessed to be able to share it with you all;['feel', 'so', 'blessed', 'to', 'be', 'able', 'to', 'share', 'it', 'with', 'you', 'all'];['feel', 'so', 'blessed', 'to', 'be', 'able', 'to', 'share', 'it', 'with', 'you', 'all'];feel so blessed to be able to share it with you all;feel so blessed to be able to share it with you all;feel so blessed be able share it with you all
547;547;i feel a little virtuous doing these things but on the other hand nini s tasted better;feel little virtuous doing these things but on the other hand nini tasted better;['feel', 'little', 'virtuous', 'doing', 'these', 'things', 'but', 'on', 'the', 'other', 'hand', 'nini', 'tasted', 'better'];['feel', 'little', 'virtuous', 'doing', 'these', 'things', 'but', 'on', 'the', 'other', 'hand', 'nini', 'tasted', 'better'];feel little virtuous doing these things but on the other hand nini tasted better;feel little virtuous doing these things but on the other hand nini tasted better;feel little virtuous doing these things but on the other hand nini tasted better
548;548;i say i want to be more of people person but i feel very mellow right now;say want to be more of people person but feel very mellow right now;['say', 'want', 'to', 'be', 'more', 'of', 'people', 'person', 'but', 'feel', 'very', 'mellow', 'right', 'now'];['say', 'want', 'to', 'be', 'more', 'of', 'people', 'person', 'but', 'feel', 'very', 'mellow', 'right', 'now'];say want to be more of people person but feel very mellow right now;say want to be more of people person but feel very mellow right now;say want be more of people person but feel very mellow right now
549;549;i pull out one of my favorite books to make myself feel miserable;pull out one of my favorite books to make myself feel miserable;['pull', 'out', 'one', 'of', 'my', 'favorite', 'books', 'to', 'make', 'myself', 'feel', 'miserable'];['pull', 'out', 'one', 'of', 'my', 'favorite', 'books', 'to', 'make', 'myself', 'feel', 'miserable'];pull out one of my favorite books to make myself feel miserable;pull out one of my favorite books to make myself feel miserable;pull out one of my favorite books make myself feel miserable
550;550;i feel convinced that im going to shy away from whatever is really good for me;feel convinced that im going to shy away from whatever is really good for me;['feel', 'convinced', 'that', 'im', 'going', 'to', 'shy', 'away', 'from', 'whatever', 'is', 'really', 'good', 'for', 'me'];['feel', 'convinced', 'that', 'im', 'going', 'to', 'shy', 'away', 'from', 'whatever', 'is', 'really', 'good', 'for', 'me'];feel convinced that im going to shy away from whatever is really good for me;feel convinced that im going to shy away from whatever is really good for me;feel convinced that going shy away from whatever is really good for me
551;551;i feel kind of awkward about doing this here goes;feel kind of awkward about doing this here goes;['feel', 'kind', 'of', 'awkward', 'about', 'doing', 'this', 'here', 'goes'];['feel', 'kind', 'of', 'awkward', 'about', 'doing', 'this', 'here', 'goes'];feel kind of awkward about doing this here goes;feel kind of awkward about doing this here goes;feel kind of awkward about doing this here goes
552;552;i feel like i should not be surprised at this development;feel like should not be surprised at this development;['feel', 'like', 'should', 'not', 'be', 'surprised', 'at', 'this', 'development'];['feel', 'like', 'should', 'not', 'be', 'surprised', 'at', 'this', 'development'];feel like should not be surprised at this development;feel like should not be surprised at this development;feel like should not be surprised at this development
553;553;i am of snuffling and feeling dull;am of snuffling and feeling dull;['am', 'of', 'snuffling', 'and', 'feeling', 'dull'];['am', 'of', 'snuffling', 'and', 'feeling', 'dull'];am of snuffling and feeling dull;am of snuffling and feeling dull;am of snuffling feeling dull
554;554;i need to feel creative and productive;need to feel creative and productive;['need', 'to', 'feel', 'creative', 'and', 'productive'];['need', 'to', 'feel', 'creative', 'and', 'productive'];need to feel creative and productive;need to feel creative and productive;need feel creative productive
555;555;i am who god has chosen to help my daughter become the woman god intended her to be even if i don t feel perfect;am who god has chosen to help my daughter become the woman god intended her to be even if don feel perfect;['am', 'who', 'god', 'has', 'chosen', 'to', 'help', 'my', 'daughter', 'become', 'the', 'woman', 'god', 'intended', 'her', 'to', 'be', 'even', 'if', 'don', 'feel', 'perfect'];['am', 'who', 'god', 'has', 'chosen', 'to', 'help', 'my', 'daughter', 'become', 'the', 'woman', 'god', 'intended', 'her', 'to', 'be', 'even', 'if', 'don', 'feel', 'perfect'];am who god has chosen to help my daughter become the woman god intended her to be even if don feel perfect;am who god has chosen to help my daughter become the woman god intended her to be even if don feel perfect;am who god has chosen help my daughter become the woman god intended her be even if don feel perfect
556;556;i am not feeling too bad except that my ribs are aching and i have a pulled muscle in my shoulder blade region from all my excruciating hours of hacking my lungs out last night;am not feeling too bad that my ribs are aching and have pulled muscle in my shoulder blade region from all my hours of hacking my lungs out last night;['am', 'not', 'feeling', 'too', 'bad', 'that', 'my', 'ribs', 'are', 'aching', 'and', 'have', 'pulled', 'muscle', 'in', 'my', 'shoulder', 'blade', 'region', 'from', 'all', 'my', 'hours', 'of', 'hacking', 'my', 'lungs', 'out', 'last', 'night'];['am', 'not', 'feeling', 'too', 'bad', 'that', 'my', 'ribs', 'are', 'aching', 'and', 'have', 'pulled', 'muscle', 'in', 'my', 'shoulder', 'blade', 'region', 'from', 'all', 'my', 'hours', 'of', 'hacking', 'my', 'lungs', 'out', 'last', 'night'];am not feeling too bad that my ribs are aching and have pulled muscle in my shoulder blade region from all my hours of hacking my lungs out last night;am not feeling too bad that my ribs are aching and have pulled muscle in my shoulder blade region from all my hours of hacking my lungs out last night;am not feeling too bad that my ribs are aching have pulled muscle in my shoulder blade region from all my hours of hacking my lungs out last night
557;557;i am at the point of feeling resentful toward him and i don t want to be;am at the point of feeling resentful toward him and don want to be;['am', 'at', 'the', 'point', 'of', 'feeling', 'resentful', 'toward', 'him', 'and', 'don', 'want', 'to', 'be'];['am', 'at', 'the', 'point', 'of', 'feeling', 'resentful', 'toward', 'him', 'and', 'don', 'want', 'to', 'be'];am at the point of feeling resentful toward him and don want to be;am at the point of feeling resentful toward him and don want to be;am at the point of feeling resentful toward him don want be
558;558;i write this i feel oddly calm like wanting to just relax in a big chair or lay out in the sun;write this feel oddly calm like wanting to just relax in big chair or lay out in the sun;['write', 'this', 'feel', 'oddly', 'calm', 'like', 'wanting', 'to', 'just', 'relax', 'in', 'big', 'chair', 'or', 'lay', 'out', 'in', 'the', 'sun'];['write', 'this', 'feel', 'oddly', 'calm', 'like', 'wanting', 'to', 'just', 'relax', 'in', 'big', 'chair', 'or', 'lay', 'out', 'in', 'the', 'sun'];write this feel oddly calm like wanting to just relax in big chair or lay out in the sun;write this feel oddly calm like wanting to just relax in big chair or lay out in the sun;write this feel oddly calm like wanting just relax in big chair or lay out in the sun
559;559;i feel really inspired;feel really inspired;['feel', 'really', 'inspired'];['feel', 'really', 'inspired'];feel really inspired;feel really inspired;feel really inspired
560;560;i do know that i tell some people if i feel that their question is sincere some of my sacred treasures;do know that tell some people if feel that their question is sincere some of my sacred treasures;['do', 'know', 'that', 'tell', 'some', 'people', 'if', 'feel', 'that', 'their', 'question', 'is', 'sincere', 'some', 'of', 'my', 'sacred', 'treasures'];['do', 'know', 'that', 'tell', 'some', 'people', 'if', 'feel', 'that', 'their', 'question', 'is', 'sincere', 'some', 'of', 'my', 'sacred', 'treasures'];do know that tell some people if feel that their question is sincere some of my sacred treasures;do know that tell some people if feel that their question is sincere some of my sacred treasures;do know that tell some people if feel that their question is sincere some of my sacred treasures
