;text;step1;tokens;final_tokens;step2
441;i was entertaining myself with this memory while at the same time feeling like that guy in that movie dazed and confused who says i just keep on getin older and the girls stay the same age;was entertaining myself with this memory while at the same time feeling like that guy in that movie dazed and confused who says just keep on getin older and the girls stay the same age;['was', 'entertaining', 'myself', 'with', 'this', 'memory', 'while', 'at', 'the', 'same', 'time', 'feeling', 'like', 'that', 'guy', 'in', 'that', 'movie', 'dazed', 'and', 'confused', 'who', 'says', 'just', 'keep', 'on', 'getin', 'older', 'and', 'the', 'girls', 'stay', 'the', 'same', 'age'];['was', 'entertaining', 'myself', 'with', 'this', 'memory', 'while', 'at', 'the', 'same', 'time', 'feeling', 'like', 'that', 'guy', 'in', 'that', 'movie', 'dazed', 'and', 'confused', 'who', 'says', 'just', 'keep', 'on', 'getin', 'older', 'and', 'the', 'girls', 'stay', 'the', 'same', 'age'];was entertaining myself with this memory while at the same time feeling like that guy in that movie dazed and confused who says just keep on getin older and the girls stay the same age
442;i had to continue to enforce my no playdate policy which meant i continued to feel angry twice over each day once during a horrible morning drop off and once in the afternoon when i reminded noah that no he couldnt play because of the bad drop off missing mommy;had to continue to enforce my no playdate policy which meant continued to feel angry twice over each day once during horrible morning drop off and once in the afternoon when reminded noah that no he couldnt play because of the bad drop off missing mommy;['had', 'to', 'continue', 'to', 'enforce', 'my', 'no', 'playdate', 'policy', 'which', 'meant', 'continued', 'to', 'feel', 'angry', 'twice', 'over', 'each', 'day', 'once', 'during', 'horrible', 'morning', 'drop', 'off', 'and', 'once', 'in', 'the', 'afternoon', 'when', 'reminded', 'noah', 'that', 'no', 'he', 'couldnt', 'play', 'because', 'of', 'the', 'bad', 'drop', 'off', 'missing', 'mommy'];['had', 'to', 'continue', 'to', 'enforce', 'my', 'no', 'playdate', 'policy', 'which', 'meant', 'continued', 'to', 'feel', 'angry', 'twice', 'over', 'each', 'day', 'once', 'during', 'horrible', 'morning', 'drop', 'off', 'and', 'once', 'in', 'the', 'afternoon', 'when', 'reminded', 'noah', 'that', 'no', 'he', 'couldnt', 'play', 'because', 'of', 'the', 'bad', 'drop', 'off', 'missing', 'mommy'];had to continue to enforce my no playdate policy which meant continued to feel angry twice over each day once during horrible morning drop off and once in the afternoon when reminded noah that no he couldnt play because of the bad drop off missing mommy
443;i woke up feeling groggy and grumpy and like the last thing i wanted to do was make dinner;woke up feeling groggy and grumpy and like the last thing wanted to do was make dinner;['woke', 'up', 'feeling', 'groggy', 'and', 'grumpy', 'and', 'like', 'the', 'last', 'thing', 'wanted', 'to', 'do', 'was', 'make', 'dinner'];['woke', 'up', 'feeling', 'groggy', 'and', 'grumpy', 'and', 'like', 'the', 'last', 'thing', 'wanted', 'to', 'do', 'was', 'make', 'dinner'];woke up feeling groggy and grumpy and like the last thing wanted to do was make dinner
444;i wake up feeling like something terrifyingly bad is bound to happen to me before i even get a chance to stick a limb outside of my covers;wake up feeling like something terrifyingly bad is bound to happen to me before even get chance to stick limb outside of my covers;['wake', 'up', 'feeling', 'like', 'something', 'terrifyingly', 'bad', 'is', 'bound', 'to', 'happen', 'to', 'me', 'before', 'even', 'get', 'chance', 'to', 'stick', 'limb', 'outside', 'of', 'my', 'covers'];['wake', 'up', 'feeling', 'like', 'something', 'terrifyingly', 'bad', 'is', 'bound', 'to', 'happen', 'to', 'me', 'before', 'even', 'get', 'chance', 'to', 'stick', 'limb', 'outside', 'of', 'my', 'covers'];wake up feeling like something terrifyingly bad is bound to happen to me before even get chance to stick limb outside of my covers
445;i feel god in my life more now than i ever have before and things are so wonderful right now;feel god in my life more now than ever have before and things are so wonderful right now;['feel', 'god', 'in', 'my', 'life', 'more', 'now', 'than', 'ever', 'have', 'before', 'and', 'things', 'are', 'so', 'wonderful', 'right', 'now'];['feel', 'god', 'in', 'my', 'life', 'more', 'now', 'than', 'ever', 'have', 'before', 'and', 'things', 'are', 'so', 'wonderful', 'right', 'now'];feel god in my life more now than ever have before and things are so wonderful right now
446;i do feel like ive been a neglectful friend but its due to the fact that i feel like a hinderance so i just stay away;do feel like ive been neglectful friend but its due to the fact that feel like hinderance so just stay away;['do', 'feel', 'like', 'ive', 'been', 'neglectful', 'friend', 'but', 'its', 'due', 'to', 'the', 'fact', 'that', 'feel', 'like', 'hinderance', 'so', 'just', 'stay', 'away'];['do', 'feel', 'like', 'ive', 'been', 'neglectful', 'friend', 'but', 'its', 'due', 'to', 'the', 'fact', 'that', 'feel', 'like', 'hinderance', 'so', 'just', 'stay', 'away'];do feel like ive been neglectful friend but its due to the fact that feel like hinderance so just stay away
447;i did not know this i could not look out upon the sea and sky without feeling mildly discontent;did not know this could not look out upon the sea and sky without feeling mildly discontent;['did', 'not', 'know', 'this', 'could', 'not', 'look', 'out', 'upon', 'the', 'sea', 'and', 'sky', 'without', 'feeling', 'mildly', 'discontent'];['did', 'not', 'know', 'this', 'could', 'not', 'look', 'out', 'upon', 'the', 'sea', 'and', 'sky', 'without', 'feeling', 'mildly', 'discontent'];did not know this could not look out upon the sea and sky without feeling mildly discontent
448;i hate feeling like this this is bullshit ok i m so done bye;hate feeling like this this is bullshit ok so done bye;['hate', 'feeling', 'like', 'this', 'this', 'is', 'bullshit', 'ok', 'so', 'done', 'bye'];['hate', 'feeling', 'like', 'this', 'this', 'is', 'bullshit', 'ok', 'so', 'done', 'bye'];hate feeling like this this is bullshit ok so done bye
449;i tasted some hari raya cookies and feeling greedy i would go and prebook their kueh makmur and tart because i know their hygiene standard and ingredients;tasted some hari raya cookies and feeling greedy would go and prebook their kueh makmur and tart because know their hygiene standard and ingredients;['tasted', 'some', 'hari', 'raya', 'cookies', 'and', 'feeling', 'greedy', 'would', 'go', 'and', 'prebook', 'their', 'kueh', 'makmur', 'and', 'tart', 'because', 'know', 'their', 'hygiene', 'standard', 'and', 'ingredients'];['tasted', 'some', 'hari', 'raya', 'cookies', 'and', 'feeling', 'greedy', 'would', 'go', 'and', 'prebook', 'their', 'kueh', 'makmur', 'and', 'tart', 'because', 'know', 'their', 'hygiene', 'standard', 'and', 'ingredients'];tasted some hari raya cookies and feeling greedy would go and prebook their kueh makmur and tart because know their hygiene standard and ingredients
450;i sit here feeling drained i really wonder what will i do when i reach that point;sit here feeling drained really wonder what will do when reach that point;['sit', 'here', 'feeling', 'drained', 'really', 'wonder', 'what', 'will', 'do', 'when', 'reach', 'that', 'point'];['sit', 'here', 'feeling', 'drained', 'really', 'wonder', 'what', 'will', 'do', 'when', 'reach', 'that', 'point'];sit here feeling drained really wonder what will do when reach that point
451;i buy something i go out and look at what else i didnt buy and then after a bit of comparison here and there i suddenly feel dissatisfied with my purchase;buy something go out and look at what else didnt buy and then after bit of comparison here and there suddenly feel dissatisfied with my purchase;['buy', 'something', 'go', 'out', 'and', 'look', 'at', 'what', 'else', 'didnt', 'buy', 'and', 'then', 'after', 'bit', 'of', 'comparison', 'here', 'and', 'there', 'suddenly', 'feel', 'dissatisfied', 'with', 'my', 'purchase'];['buy', 'something', 'go', 'out', 'and', 'look', 'at', 'what', 'else', 'didnt', 'buy', 'and', 'then', 'after', 'bit', 'of', 'comparison', 'here', 'and', 'there', 'suddenly', 'feel', 'dissatisfied', 'with', 'my', 'purchase'];buy something go out and look at what else didnt buy and then after bit of comparison here and there suddenly feel dissatisfied with my purchase
452;ive been feeling incredibly inadequate more so than usual and its gotten to a point where i almost feel paralyzed by it;ive been feeling incredibly inadequate more so than usual and its gotten to point where almost feel paralyzed by it;['ive', 'been', 'feeling', 'incredibly', 'inadequate', 'more', 'so', 'than', 'usual', 'and', 'its', 'gotten', 'to', 'point', 'where', 'almost', 'feel', 'paralyzed', 'by', 'it'];['ive', 'been', 'feeling', 'incredibly', 'inadequate', 'more', 'so', 'than', 'usual', 'and', 'its', 'gotten', 'to', 'point', 'where', 'almost', 'feel', 'paralyzed', 'by', 'it'];ive been feeling incredibly inadequate more so than usual and its gotten to point where almost feel paralyzed by it
453;im amazed how many men say they feel unloved if the house is messy and they have to fix their own dinner;im amazed how many men say they feel unloved if the house is messy and they have to fix their own dinner;['im', 'amazed', 'how', 'many', 'men', 'say', 'they', 'feel', 'unloved', 'if', 'the', 'house', 'is', 'messy', 'and', 'they', 'have', 'to', 'fix', 'their', 'own', 'dinner'];['im', 'amazed', 'how', 'many', 'men', 'say', 'they', 'feel', 'unloved', 'if', 'the', 'house', 'is', 'messy', 'and', 'they', 'have', 'to', 'fix', 'their', 'own', 'dinner'];im amazed how many men say they feel unloved if the house is messy and they have to fix their own dinner
454;i feel a restless weekend heading our way;feel restless weekend heading our way;['feel', 'restless', 'weekend', 'heading', 'our', 'way'];['feel', 'restless', 'weekend', 'heading', 'our', 'way'];feel restless weekend heading our way
455;i feel ugly i cover myself with a beautiful blanket in a make believe gown;feel ugly cover myself with beautiful blanket in make believe gown;['feel', 'ugly', 'cover', 'myself', 'with', 'beautiful', 'blanket', 'in', 'make', 'believe', 'gown'];['feel', 'ugly', 'cover', 'myself', 'with', 'beautiful', 'blanket', 'in', 'make', 'believe', 'gown'];feel ugly cover myself with beautiful blanket in make believe gown
456;i always said i felt so blessed to have him and today that feeling is been reassured many times;always said felt so blessed to have him and today that feeling is been reassured many times;['always', 'said', 'felt', 'so', 'blessed', 'to', 'have', 'him', 'and', 'today', 'that', 'feeling', 'is', 'been', 'reassured', 'many', 'times'];['always', 'said', 'felt', 'so', 'blessed', 'to', 'have', 'him', 'and', 'today', 'that', 'feeling', 'is', 'been', 'reassured', 'many', 'times'];always said felt so blessed to have him and today that feeling is been reassured many times
457;i cant do strappy shoes at work i just feel weird so i took these off thrifted ninewest;cant do strappy shoes at work just feel weird so took these off thrifted ninewest;['cant', 'do', 'strappy', 'shoes', 'at', 'work', 'just', 'feel', 'weird', 'so', 'took', 'these', 'off', 'thrifted', 'ninewest'];['cant', 'do', 'strappy', 'shoes', 'at', 'work', 'just', 'feel', 'weird', 'so', 'took', 'these', 'off', 'thrifted', 'ninewest'];cant do strappy shoes at work just feel weird so took these off thrifted ninewest
458;i love the fact that i look as best i can and i feel terrific because i eat right and constantly exercise;love the fact that look as best can and feel terrific because eat right and constantly;['love', 'the', 'fact', 'that', 'look', 'as', 'best', 'can', 'and', 'feel', 'terrific', 'because', 'eat', 'right', 'and', 'constantly'];['love', 'the', 'fact', 'that', 'look', 'as', 'best', 'can', 'and', 'feel', 'terrific', 'because', 'eat', 'right', 'and', 'constantly'];love the fact that look as best can and feel terrific because eat right and constantly
459;i decent article which i knew likely had good information because my initial response was to feel offended and want to argue despite the fact that it was talking about not doing exactly that;decent article which knew likely had good information because my initial response was to feel offended and want to argue despite the fact that it was talking about not doing that;['decent', 'article', 'which', 'knew', 'likely', 'had', 'good', 'information', 'because', 'my', 'initial', 'response', 'was', 'to', 'feel', 'offended', 'and', 'want', 'to', 'argue', 'despite', 'the', 'fact', 'that', 'it', 'was', 'talking', 'about', 'not', 'doing', 'that'];['decent', 'article', 'which', 'knew', 'likely', 'had', 'good', 'information', 'because', 'my', 'initial', 'response', 'was', 'to', 'feel', 'offended', 'and', 'want', 'to', 'argue', 'despite', 'the', 'fact', 'that', 'it', 'was', 'talking', 'about', 'not', 'doing', 'that'];decent article which knew likely had good information because my initial response was to feel offended and want to argue despite the fact that it was talking about not doing that
